Latitude Longitude Value
   70.250   72.250 1.3443450928e+00
   70.250   72.500 1.1675872803e+00
   70.000   71.500 8.8340759277e-01
   70.000   71.750 8.5801696777e-01
   70.000   72.000 8.4825134277e-01
   70.000   72.250 6.7735290527e-01
   70.000   72.500 5.0743103027e-01
Latitude Longitude Value
   71.000   71.500 -5.7733612061e+00
   71.000   71.750 -5.7733612061e+00
   71.000   72.000 -5.7772674561e+00
   71.000   72.250 -5.8221893311e+00
   71.000   72.500 -5.8710174561e+00
   70.750   71.500 -6.1278533936e+00
   70.750   71.750 -6.1395721436e+00
   70.750   72.000 -6.1522674561e+00
   70.750   72.250 -6.1503143311e+00
   70.750   72.500 -6.1483612061e+00
   70.500   71.500 -6.4266815186e+00
   70.500   71.750 -6.4130096436e+00
   70.500   72.000 -6.4247283936e+00
   70.500   72.250 -6.4227752686e+00
   70.500   72.500 -6.4217987061e+00
   70.250   71.500 -6.7186737061e+00
   70.250   71.750 -6.7147674561e+00
   70.250   72.000 -6.7216033936e+00
   70.250   72.250 -6.8534393311e+00
   70.250   72.500 -6.9305877686e+00
   70.000   71.500 -7.0995330811e+00
   70.000   71.750 -7.1395721436e+00
   70.000   72.000 -7.1454315186e+00
   70.000   72.250 -7.2792205811e+00
   70.000   72.500 -7.4237518311e+00
Latitude Longitude Value
   71.000   71.500 -1.6029205322e+00
   71.000   71.750 -1.6849517822e+00
   71.000   72.000 -1.7689361572e+00
   71.000   72.250 -1.8431549072e+00
   71.000   72.500 -1.9085845947e+00
   70.750   71.500 -2.1605377197e+00
   70.750   71.750 -2.2347564697e+00
   70.750   72.000 -2.3079986572e+00
   70.750   72.250 -2.3675689697e+00
   70.750   72.500 -2.4271392822e+00
   70.500   71.500 -2.6888580322e+00
   70.500   71.750 -2.6986236572e+00
   70.500   72.000 -2.7728424072e+00
   70.500   72.250 -2.8333892822e+00
   70.500   72.500 -2.8246002197e+00
   70.250   71.500 -3.0765533447e+00
   70.250   71.750 -3.0570220947e+00
   70.250   72.000 -3.0238189697e+00
   70.250   72.250 -2.9808502197e+00
   70.250   72.500 -2.9466705322e+00
   70.000   71.500 -3.1585845947e+00
   70.000   71.750 -3.1253814697e+00
   70.000   72.000 -3.0921783447e+00
   70.000   72.250 -3.0482330322e+00
   70.000   72.500 -3.0169830322e+00
Latitude Longitude Value
   71.000   71.500 -4.5165252686e+00
   71.000   71.750 -4.4618377686e+00
   71.000   72.000 -4.4100799561e+00
   71.000   72.250 -4.3680877686e+00
   71.000   72.500 -4.3251190186e+00
   70.750   71.500 -4.4325408936e+00
   70.750   71.750 -4.4120330811e+00
   70.750   72.000 -4.3915252686e+00
   70.750   72.250 -4.3436737061e+00
   70.750   72.500 -4.2948455811e+00
   70.500   71.500 -4.4178924561e+00
   70.500   71.750 -4.3817596436e+00
   70.500   72.000 -4.3602752686e+00
   70.500   72.250 -4.3114471436e+00
   70.500   72.500 -4.2801971436e+00
   70.250   71.500 -4.4510955811e+00
   70.250   71.750 -4.4100799561e+00
   70.250   72.000 -4.3671112061e+00
   70.250   72.250 -4.3378143311e+00
   70.250   72.500 -4.3094940186e+00
   70.000   71.500 -4.4276580811e+00
   70.000   71.750 -4.3827362061e+00
   70.000   72.000 -4.3397674561e+00
   70.000   72.250 -4.3104705811e+00
   70.000   72.500 -4.2831268311e+00
Latitude Longitude Value
   71.000   71.500 2.6087036133e+00
   71.000   71.750 2.3704223633e+00
   71.000   72.000 2.1135864258e+00
   71.000   72.250 1.8225708008e+00
   71.000   72.500 1.5491333008e+00
   70.750   71.500 2.1760864258e+00
   70.750   71.750 1.9055786133e+00
   70.750   72.000 1.6360473633e+00
   70.750   72.250 1.3479614258e+00
   70.750   72.500 1.0598754883e+00
   70.500   71.500 1.6018676758e+00
   70.500   71.750 1.3313598633e+00
   70.500   72.000 1.0588989258e+00
   70.500   72.250 7.6690673828e-01
   70.500   72.500 5.1593017578e-01
   70.250   71.500 1.0667114258e+00
   70.250   71.750 8.1671142578e-01
   70.250   72.000 5.8233642578e-01
   70.250   72.250 3.5186767578e-01
   70.250   72.500 1.1553955078e-01
   70.000   71.500 6.8585205078e-01
   70.000   71.750 4.3194580078e-01
   70.000   72.000 1.9464111328e-01
   70.000   72.250 -3.8757324219e-02
   70.000   72.500 -2.6824951172e-01
Latitude Longitude Value
   71.000   71.500 -1.8309020996e+00
   71.000   71.750 -1.8211364746e+00
   71.000   72.000 -1.8240661621e+00
   71.000   72.250 -1.8826599121e+00
   71.000   72.500 -1.9402770996e+00
   70.750   71.500 -1.7781677246e+00
   70.750   71.750 -1.7937927246e+00
   70.750   72.000 -1.8094177246e+00
   70.750   72.250 -1.8035583496e+00
   70.750   72.500 -1.7976989746e+00
   70.500   71.500 -1.7391052246e+00
   70.500   71.750 -1.7098083496e+00
   70.500   72.000 -1.7254333496e+00
   70.500   72.250 -1.7195739746e+00
   70.500   72.500 -1.7225036621e+00
   70.250   71.500 -1.8592224121e+00
   70.250   71.750 -1.7976989746e+00
   70.250   72.000 -1.7195739746e+00
   70.250   72.250 -1.7176208496e+00
   70.250   72.500 -1.7176208496e+00
   70.000   71.500 -1.9500427246e+00
   70.000   71.750 -1.8816833496e+00
   70.000   72.000 -1.8025817871e+00
   70.000   72.250 -1.8006286621e+00
   70.000   72.500 -1.8064880371e+00
Latitude Longitude Value
   71.000   71.500 6.6130828857e+00
   71.000   71.750 6.4871063232e+00
   71.000   72.000 6.3621063232e+00
   71.000   72.250 6.2703094482e+00
   71.000   72.500 6.1931610107e+00
   70.750   71.500 6.2449188232e+00
   70.750   71.750 6.0945281982e+00
   70.750   72.000 5.9451141357e+00
   70.750   72.250 5.8777313232e+00
   70.750   72.500 5.8113250732e+00
   70.500   71.500 5.8923797607e+00
   70.500   71.750 5.7898406982e+00
   70.500   72.000 5.6384735107e+00
   70.500   72.250 5.5701141357e+00
   70.500   72.500 5.5398406982e+00
   70.250   71.500 5.6384735107e+00
   70.250   71.750 5.5828094482e+00
   70.250   72.000 5.5544891357e+00
   70.250   72.250 5.5574188232e+00
   70.250   72.500 5.5486297607e+00
   70.000   71.500 5.5261688232e+00
   70.000   71.750 5.4773406982e+00
   70.000   72.000 5.4490203857e+00
   70.000   72.250 5.4509735107e+00
   70.000   72.500 5.4607391357e+00
Latitude Longitude Value
   71.000   71.500 -3.8928985596e+00
   71.000   71.750 -3.7942657471e+00
   71.000   72.000 -3.7083282471e+00
   71.000   72.250 -3.6956329346e+00
   71.000   72.500 -3.6887969971e+00
   70.750   71.500 -3.8235626221e+00
   70.750   71.750 -3.7024688721e+00
   70.750   72.000 -3.5823516846e+00
   70.750   72.250 -3.5276641846e+00
   70.750   72.500 -3.4739532471e+00
   70.500   71.500 -3.7600860596e+00
   70.500   71.750 -3.6028594971e+00
   70.500   72.000 -3.4798126221e+00
   70.500   72.250 -3.4251251221e+00
   70.500   72.500 -3.3587188721e+00
   70.250   71.500 -3.8430938721e+00
   70.250   71.750 -3.6663360596e+00
   70.250   72.000 -3.4827423096e+00
   70.250   72.250 -3.3880157471e+00
   70.250   72.500 -3.3040313721e+00
   70.000   71.500 -3.8899688721e+00
   70.000   71.750 -3.7093048096e+00
   70.000   72.000 -3.5227813721e+00
   70.000   72.250 -3.4280548096e+00
   70.000   72.500 -3.3372344971e+00
Latitude Longitude Value
   71.000   71.500 9.5025177002e+00
   71.000   71.750 9.3716583252e+00
   71.000   72.000 9.2271270752e+00
   71.000   72.250 9.0122833252e+00
   71.000   72.500 8.7964630127e+00
   70.750   71.500 9.3775177002e+00
   70.750   71.750 9.2554473877e+00
   70.750   72.000 9.1333770752e+00
   70.750   72.250 8.9654083252e+00
   70.750   72.500 8.7974395752e+00
   70.500   71.500 9.6167755127e+00
   70.500   71.750 9.6021270752e+00
   70.500   72.000 9.4771270752e+00
   70.500   72.250 9.3081817627e+00
   70.500   72.500 9.1021270752e+00
   70.250   71.500 9.8531036377e+00
   70.250   71.750 9.8247833252e+00
   70.250   72.000 9.7730255127e+00
   70.250   72.250 9.6089630127e+00
   70.250   72.500 9.4234161377e+00
   70.000   71.500 9.7320098877e+00
   70.000   71.750 9.6333770752e+00
   70.000   72.000 9.5825958252e+00
   70.000   72.250 9.4146270752e+00
   70.000   72.500 9.2857208252e+00
Latitude Longitude Value
   71.000   71.500 7.6513671875e+00
   71.000   71.750 7.6210937500e+00
   71.000   72.000 7.5810546875e+00
   71.000   72.250 7.4951171875e+00
   71.000   72.500 7.4072265625e+00
   70.750   71.500 7.7392578125e+00
   70.750   71.750 7.7373046875e+00
   70.750   72.000 7.7353515625e+00
   70.750   72.250 7.6572265625e+00
   70.750   72.500 7.5791015625e+00
   70.500   71.500 7.8447265625e+00
   70.500   71.750 7.8486328125e+00
   70.500   72.000 7.8466796875e+00
   70.500   72.250 7.7675781250e+00
   70.500   72.500 7.7001953125e+00
   70.250   71.500 7.8886718750e+00
   70.250   71.750 7.9277343750e+00
   70.250   72.000 7.9902343750e+00
   70.250   72.250 7.9384765625e+00
   70.250   72.500 7.8808593750e+00
   70.000   71.500 8.0429687500e+00
   70.000   71.750 8.0927734375e+00
   70.000   72.000 8.1562500000e+00
   70.000   72.250 8.1035156250e+00
   70.000   72.500 8.0341796875e+00
Latitude Longitude Value
   71.000   71.500 2.8147888184e+00
   71.000   71.750 2.8362731934e+00
   71.000   72.000 2.8597106934e+00
   71.000   72.250 2.9593200684e+00
   71.000   72.500 3.0862731934e+00
   70.750   71.500 2.6800231934e+00
   70.750   71.750 2.7220153809e+00
   70.750   72.000 2.7640075684e+00
   70.750   72.250 2.8675231934e+00
   70.750   72.500 2.9720153809e+00
   70.500   71.500 2.6272888184e+00
   70.500   71.750 2.6702575684e+00
   70.500   72.000 2.7132263184e+00
   70.500   72.250 2.8186950684e+00
   70.500   72.500 2.9495544434e+00
   70.250   71.500 2.6282653809e+00
   70.250   71.750 2.6585388184e+00
   70.250   72.000 2.6800231934e+00
   70.250   72.250 2.8011169434e+00
   70.250   72.500 2.9290466309e+00
   70.000   71.500 2.6077575684e+00
   70.000   71.750 2.6282653809e+00
   70.000   72.000 2.6497497559e+00
   70.000   72.250 2.7718200684e+00
   70.000   72.500 2.8831481934e+00
Latitude Longitude Value
   71.000   71.500 5.8877410889e+00
   71.000   71.750 5.8691864014e+00
   71.000   72.000 5.8359832764e+00
   71.000   72.250 5.7314910889e+00
   71.000   72.500 5.6250457764e+00
   70.750   71.500 5.6855926514e+00
   70.750   71.750 5.6445770264e+00
   70.750   72.000 5.6035614014e+00
   70.750   72.250 5.4863739014e+00
   70.750   72.500 5.3691864014e+00
   70.500   71.500 5.3262176514e+00
   70.500   71.750 5.2764129639e+00
   70.500   72.000 5.2353973389e+00
   70.500   72.250 5.1162567139e+00
   70.500   72.500 4.9785614014e+00
   70.250   71.500 4.8340301514e+00
   70.250   71.750 4.8047332764e+00
   70.250   72.000 4.7910614014e+00
   70.250   72.250 4.6523895264e+00
   70.250   72.500 4.5117645264e+00
   70.000   71.500 4.3711395264e+00
   70.000   71.750 4.3535614014e+00
   70.000   72.000 4.3398895264e+00
   70.000   72.250 4.1992645264e+00
   70.000   72.500 4.0654754639e+00
Latitude Longitude Value
   71.000   71.500 8.7199249268e+00
   71.000   71.750 8.6642608643e+00
   71.000   72.000 8.6066436768e+00
   71.000   72.250 8.5753936768e+00
   71.000   72.500 8.5568389893e+00
   70.750   71.500 8.5402374268e+00
   70.750   71.750 8.4757843018e+00
   70.750   72.000 8.4113311768e+00
   70.750   72.250 8.3771514893e+00
   70.750   72.500 8.3429718018e+00
   70.500   71.500 8.2882843018e+00
   70.500   71.750 8.2003936768e+00
   70.500   72.000 8.1349639893e+00
   70.500   72.250 8.1007843018e+00
   70.500   72.500 8.0675811768e+00
   70.250   71.500 8.0089874268e+00
   70.250   71.750 7.9406280518e+00
   70.250   72.000 7.8888702393e+00
   70.250   72.250 7.8751983643e+00
   70.250   72.500 7.8546905518e+00
   70.000   71.500 7.8185577393e+00
   70.000   71.750 7.7531280518e+00
   70.000   72.000 7.7003936768e+00
   70.000   72.250 7.6876983643e+00
   70.000   72.500 7.6798858643e+00
Latitude Longitude Value
   71.000   71.500 1.0789443970e+01
   71.000   71.750 1.0833389282e+01
   71.000   72.000 1.0811904907e+01
   71.000   72.250 1.0471084595e+01
   71.000   72.500 1.0115615845e+01
   70.750   71.500 1.0151748657e+01
   70.750   71.750 1.0184951782e+01
   70.750   72.000 1.0220108032e+01
   70.750   72.250 9.9691314697e+00
   70.750   72.500 9.7181549072e+00
   70.500   71.500 9.7923736572e+00
   70.500   71.750 9.5638580322e+00
   70.500   72.000 9.5990142822e+00
   70.500   72.250 9.3451080322e+00
   70.500   72.500 9.1458892822e+00
   70.250   71.500 1.0046279907e+01
   70.250   71.750 9.7767486572e+00
   70.250   72.000 9.5111236572e+00
   70.250   72.250 9.3919830322e+00
   70.250   72.500 9.2425689697e+00
   70.000   71.500 1.0320693970e+01
   70.000   71.750 1.0047256470e+01
   70.000   72.000 9.7777252197e+00
   70.000   72.250 9.6576080322e+00
   70.000   72.500 9.5404205322e+00
Latitude Longitude Value
   71.000   71.500 4.4613647461e-01
   71.000   71.750 2.8402709961e-01
   71.000   72.000 1.5805053711e-01
   71.000   72.250 2.3324584961e-01
   71.000   72.500 3.2894897461e-01
   70.750   71.500 7.0101928711e-01
   70.750   71.750 6.3070678711e-01
   70.750   72.000 5.6039428711e-01
   70.750   72.250 6.0922241211e-01
   70.750   72.500 6.5707397461e-01
   70.500   71.500 1.0291442871e+00
   70.500   71.750 1.0760192871e+00
   70.500   72.000 1.0047302246e+00
   70.500   72.250 1.0535583496e+00
   70.500   72.500 1.1043395996e+00
   70.250   71.500 1.0848083496e+00
   70.250   71.750 1.1482849121e+00
   70.250   72.000 1.2098083496e+00
   70.250   72.250 1.2644958496e+00
   70.250   72.500 1.3172302246e+00
   70.000   71.500 1.1551208496e+00
   70.000   71.750 1.2049255371e+00
   70.000   72.000 1.2664489746e+00
   70.000   72.250 1.3211364746e+00
   70.000   72.500 1.3660583496e+00
Latitude Longitude Value
   71.000   71.500 8.7347412109e+00
   71.000   71.750 8.6937255859e+00
   71.000   72.000 8.6390380859e+00
   71.000   72.250 8.5081787109e+00
   71.000   72.500 8.3695068359e+00
   70.750   71.500 9.4046630859e+00
   70.750   71.750 9.3695068359e+00
   70.750   72.000 9.3323974609e+00
   70.750   72.250 9.2679443359e+00
   70.750   72.500 9.2025146484e+00
   70.500   71.500 1.0057983398e+01
   70.500   71.750 9.9447021484e+00
   70.500   72.000 9.9085693359e+00
   70.500   72.250 9.8431396484e+00
   70.500   72.500 9.8294677734e+00
   70.250   71.500 1.0653686523e+01
   70.250   71.750 1.0590209961e+01
   70.250   72.000 1.0569702148e+01
   70.250   72.250 1.0564819336e+01
   70.250   72.500 1.0558959961e+01
   70.000   71.500 1.1280639648e+01
   70.000   71.750 1.1265014648e+01
   70.000   72.000 1.1244506836e+01
   70.000   72.250 1.1238647461e+01
   70.000   72.500 1.1233764648e+01
Latitude Longitude Value
   71.000   71.500 -5.5841979980e+00
   71.000   71.750 -5.7677917480e+00
   71.000   72.000 -5.9455261230e+00
   71.000   72.250 -6.0334167480e+00
   71.000   72.500 -6.0959167480e+00
   70.750   71.500 -5.8908386230e+00
   70.750   71.750 -6.0197448730e+00
   70.750   72.000 -6.1486511230e+00
   70.750   72.250 -6.1427917480e+00
   70.750   72.500 -6.1369323730e+00
   70.500   71.500 -5.8879089355e+00
   70.500   71.750 -5.8420104980e+00
   70.500   72.000 -5.9728698730e+00
   70.500   72.250 -5.9660339355e+00
   70.500   72.500 -5.9474792480e+00
   70.250   71.500 -5.6271667480e+00
   70.250   71.750 -5.5988464355e+00
   70.250   72.000 -5.6056823730e+00
   70.250   72.250 -5.5920104980e+00
   70.250   72.500 -5.5754089355e+00
   70.000   71.500 -5.2609558105e+00
   70.000   71.750 -5.2736511230e+00
   70.000   72.000 -5.2795104980e+00
   70.000   72.250 -5.2668151855e+00
   70.000   72.500 -5.2492370605e+00
Latitude Longitude Value
   71.000   71.500 3.5420837402e+00
   71.000   71.750 3.6123962402e+00
   71.000   72.000 3.6944274902e+00
   71.000   72.250 3.8194274902e+00
   71.000   72.500 3.9444274902e+00
   70.750   71.500 3.3829040527e+00
   70.750   71.750 3.4551696777e+00
   70.750   72.000 3.5274353027e+00
   70.750   72.250 3.6739196777e+00
   70.750   72.500 3.8204040527e+00
   70.500   71.500 3.1280212402e+00
   70.500   71.750 3.2315368652e+00
   70.500   72.000 3.3047790527e+00
   70.500   72.250 3.4532165527e+00
   70.500   72.500 3.6143493652e+00
   70.250   71.500 2.8379821777e+00
   70.250   71.750 2.9561462402e+00
   70.250   72.000 3.0791931152e+00
   70.250   72.250 3.2276306152e+00
   70.250   72.500 3.3838806152e+00
   70.000   71.500 2.6045837402e+00
   70.000   71.750 2.7305603027e+00
   70.000   72.000 2.8555603027e+00
   70.000   72.250 3.0059509277e+00
   70.000   72.500 3.1582946777e+00
Latitude Longitude Value
   71.000   71.500 -3.5984344482e+00
   71.000   71.750 -3.7341766357e+00
   71.000   72.000 -3.8874969482e+00
   71.000   72.250 -4.0886688232e+00
   71.000   72.500 -4.2761688232e+00
   70.750   71.500 -3.7898406982e+00
   70.750   71.750 -3.9412078857e+00
   70.750   72.000 -4.0935516357e+00
   70.750   72.250 -4.2273406982e+00
   70.750   72.500 -4.3611297607e+00
   70.500   71.500 -3.7400360107e+00
   70.500   71.750 -3.8992156982e+00
   70.500   72.000 -4.0535125732e+00
   70.500   72.250 -4.1882781982e+00
   70.500   72.500 -4.3552703857e+00
   70.250   71.500 -3.5964813232e+00
   70.250   71.750 -3.7449188232e+00
   70.250   72.000 -3.8835906982e+00
   70.250   72.250 -4.0798797607e+00
   70.250   72.500 -4.2683563232e+00
   70.000   71.500 -3.5535125732e+00
   70.000   71.750 -3.6970672607e+00
   70.000   72.000 -3.8367156982e+00
   70.000   72.250 -4.0369110107e+00
   70.000   72.500 -4.2312469482e+00
Latitude Longitude Value
   71.000   71.500 -5.3697814941e+00
   71.000   71.750 -5.4273986816e+00
   71.000   72.000 -5.5035705566e+00
   71.000   72.250 -5.7223205566e+00
   71.000   72.500 -5.9615783691e+00
   70.750   71.500 -5.5348205566e+00
   70.750   71.750 -5.6217346191e+00
   70.750   72.000 -5.7096252441e+00
   70.750   72.250 -5.9342346191e+00
   70.750   72.500 -6.1588439941e+00
   70.500   71.500 -5.4449768066e+00
   70.500   71.750 -5.5826721191e+00
   70.500   72.000 -5.6715393066e+00
   70.500   72.250 -5.8981018066e+00
   70.500   72.500 -6.2008361816e+00
   70.250   71.500 -5.3316955566e+00
   70.250   71.750 -5.3873596191e+00
   70.250   72.000 -5.3795471191e+00
   70.250   72.250 -5.7301330566e+00
   70.250   72.500 -6.0690002441e+00
   70.000   71.500 -5.1031799316e+00
   70.000   71.750 -5.0973205566e+00
   70.000   72.000 -5.0895080566e+00
   70.000   72.250 -5.4449768066e+00
   70.000   72.500 -5.7652893066e+00
Latitude Longitude Value
   71.000   71.500 -8.2173461914e+00
   71.000   71.750 -8.2310180664e+00
   71.000   72.000 -8.2407836914e+00
   71.000   72.250 -8.3023071289e+00
   71.000   72.500 -8.3882446289e+00
   70.750   71.500 -8.3882446289e+00
   70.750   71.750 -8.4751586914e+00
   70.750   72.000 -8.5610961914e+00
   70.750   72.250 -8.7114868164e+00
   70.750   72.500 -8.8609008789e+00
   70.500   71.500 -8.6265258789e+00
   70.500   71.750 -8.7124633789e+00
   70.500   72.000 -8.8003540039e+00
   70.500   72.250 -8.9517211914e+00
   70.500   72.500 -9.1323852539e+00
   70.250   71.500 -8.7661743164e+00
   70.250   71.750 -8.8521118164e+00
   70.250   72.000 -8.9380493164e+00
   70.250   72.250 -9.1441040039e+00
   70.250   72.500 -9.3423461914e+00
   70.000   71.500 -8.8911743164e+00
   70.000   71.750 -8.9761352539e+00
   70.000   72.000 -9.0630493164e+00
   70.000   72.250 -9.2720336914e+00
   70.000   72.500 -9.4732055664e+00
Latitude Longitude Value
   71.000   71.500 4.2039031982e+00
   71.000   71.750 3.9167938232e+00
   71.000   72.000 3.6443328857e+00
   71.000   72.250 3.4607391357e+00
   71.000   72.500 3.2830047607e+00
   70.750   71.500 4.3191375732e+00
   70.750   71.750 4.2410125732e+00
   70.750   72.000 4.1628875732e+00
   70.750   72.250 4.1414031982e+00
   70.750   72.500 4.1199188232e+00
   70.500   71.500 4.4431610107e+00
   70.500   71.750 4.4822235107e+00
   70.500   72.000 4.4031219482e+00
   70.500   72.250 4.3806610107e+00
   70.500   72.500 4.5095672607e+00
   70.250   71.500 4.2966766357e+00
   70.250   71.750 4.4597625732e+00
   70.250   72.000 4.6921844482e+00
   70.250   72.250 4.9490203857e+00
   70.250   72.500 5.1648406982e+00
   70.000   71.500 4.5115203857e+00
   70.000   71.750 4.7488250732e+00
   70.000   72.000 4.9841766357e+00
   70.000   72.250 5.2449188232e+00
   70.000   72.500 5.5320281982e+00
Latitude Longitude Value
   71.000   71.500 5.7691955566e-01
   71.000   71.750 3.1910705566e-01
   71.000   72.000 7.6919555664e-02
   71.000   72.250 -1.3499450684e-01
   71.000   72.500 -3.6351013184e-01
   70.750   71.500 1.0554351807e+00
   70.750   71.750 7.1070861816e-01
   70.750   72.000 3.6500549316e-01
   70.750   72.250 3.0044555664e-02
   70.750   72.500 -3.0589294434e-01
   70.500   71.500 1.4646148682e+00
   70.500   71.750 1.0964508057e+00
   70.500   72.000 7.4684143066e-01
   70.500   72.250 4.0699768066e-01
   70.500   72.500 -2.9525756836e-02
   70.250   71.500 1.9138336182e+00
   70.250   71.750 1.4948883057e+00
   70.250   72.000 1.0466461182e+00
   70.250   72.250 4.9879455566e-01
   70.250   72.500 -1.2924194336e-02
   70.000   71.500 2.1950836182e+00
   70.000   71.750 1.7321929932e+00
   70.000   72.000 1.2790679932e+00
   70.000   72.250 7.2438049316e-01
   70.000   72.500 1.3258361816e-01
Latitude Longitude Value
   71.000   71.500 4.0050964355e+00
   71.000   71.750 4.0480651855e+00
   71.000   72.000 4.0949401855e+00
   71.000   72.250 4.1818542480e+00
   71.000   72.500 4.2756042480e+00
   70.750   71.500 3.8547058105e+00
   70.750   71.750 3.9172058105e+00
   70.750   72.000 3.9787292480e+00
   70.750   72.250 4.0959167480e+00
   70.750   72.500 4.2131042480e+00
   70.500   71.500 3.7912292480e+00
   70.500   71.750 3.8302917480e+00
   70.500   72.000 3.8927917480e+00
   70.500   72.250 4.0109558105e+00
   70.500   72.500 4.1125183105e+00
   70.250   71.500 3.8205261230e+00
   70.250   71.750 3.8420104980e+00
   70.250   72.000 3.8537292480e+00
   70.250   72.250 3.9054870605e+00
   70.250   72.500 3.9757995605e+00
   70.000   71.500 3.7775573730e+00
   70.000   71.750 3.7931823730e+00
   70.000   72.000 3.8058776855e+00
   70.000   72.250 3.8576354980e+00
   70.000   72.500 3.9006042480e+00
Latitude Longitude Value
   71.000   71.500 -3.7503051758e+00
   71.000   71.750 -3.9426879883e+00
   71.000   72.000 -4.1536254883e+00
   71.000   72.250 -4.5842895508e+00
   71.000   72.500 -5.0696411133e+00
   70.750   71.500 -3.4700317383e+00
   70.750   71.750 -3.6887817383e+00
   70.750   72.000 -3.9075317383e+00
   70.750   72.250 -4.4124145508e+00
   70.750   72.500 -4.9182739258e+00
   70.500   71.500 -3.4710083008e+00
   70.500   71.750 -3.5881958008e+00
   70.500   72.000 -3.8088989258e+00
   70.500   72.250 -4.3215942383e+00
   70.500   72.500 -4.7268676758e+00
   70.250   71.500 -3.8635864258e+00
   70.250   71.750 -3.9026489258e+00
   70.250   72.000 -3.8997192383e+00
   70.250   72.250 -4.2151489258e+00
   70.250   72.500 -4.5618286133e+00
   70.000   71.500 -4.0032348633e+00
   70.000   71.750 -4.0296020508e+00
   70.000   72.000 -4.0266723633e+00
   70.000   72.250 -4.3460083008e+00
   70.000   72.500 -4.6575317383e+00
Latitude Longitude Value
   71.000   71.500 -1.1195526123e+00
   71.000   71.750 -1.2787322998e+00
   71.000   72.000 -1.4213104248e+00
   71.000   72.250 -1.5453338623e+00
   71.000   72.500 -1.6879119873e+00
   70.750   71.500 -5.8341979980e-01
   70.750   71.750 -7.3283386230e-01
   70.750   72.000 -8.8322448730e-01
   70.750   72.250 -1.2582244873e+00
   70.750   72.500 -1.6342010498e+00
   70.500   71.500 -1.5763854980e-01
   70.500   71.750 -2.9045104980e-01
   70.500   72.000 -4.4279479980e-01
   70.500   72.250 -8.2267761230e-01
   70.500   72.500 -1.3392791748e+00
   70.250   71.500 -1.4083862305e-02
   70.250   71.750 -9.6115112305e-02
   70.250   72.000 -1.4591979980e-01
   70.250   72.250 -7.2013854980e-01
   70.250   72.500 -1.2826385498e+00
   70.000   71.500 2.5349426270e-01
   70.000   71.750 2.1345520020e-01
   70.000   72.000 1.6267395020e-01
   70.000   72.250 -4.1740417480e-01
   70.000   72.500 -9.9943542480e-01
Latitude Longitude Value
   71.000   71.500 -5.0938262939e+00
   71.000   71.750 -5.0869903564e+00
   71.000   72.000 -5.0791778564e+00
   71.000   72.250 -5.0703887939e+00
   71.000   72.500 -5.0635528564e+00
   70.750   71.500 -4.5938262939e+00
   70.750   71.750 -4.6573028564e+00
   70.750   72.000 -4.7217559814e+00
   70.750   72.250 -4.9268341064e+00
   70.750   72.500 -5.1338653564e+00
   70.500   71.500 -4.4932403564e+00
   70.500   71.750 -4.4981231689e+00
   70.500   72.000 -4.5615997314e+00
   70.500   72.250 -4.7705841064e+00
   70.500   72.500 -5.0479278564e+00
   70.250   71.500 -4.5381622314e+00
   70.250   71.750 -4.5469512939e+00
   70.250   72.000 -4.5655059814e+00
   70.250   72.250 -4.9463653564e+00
   70.250   72.500 -5.2901153564e+00
   70.000   71.500 -4.6123809814e+00
   70.000   71.750 -4.6065216064e+00
   70.000   72.000 -4.6250762939e+00
   70.000   72.250 -5.0098419189e+00
   70.000   72.500 -5.4033966064e+00
Latitude Longitude Value
   71.000   71.500 4.2556610107e+00
   71.000   71.750 4.0857391357e+00
   71.000   72.000 3.9285125732e+00
   71.000   72.250 4.0525360107e+00
   71.000   72.500 4.2664031982e+00
   70.750   71.500 3.7058563232e+00
   70.750   71.750 3.6863250732e+00
   70.750   72.000 3.6677703857e+00
   70.750   72.250 3.8718719482e+00
   70.750   72.500 4.0759735107e+00
   70.500   71.500 3.9275360107e+00
   70.500   71.750 3.9011688232e+00
   70.500   72.000 3.8806610107e+00
   70.500   72.250 4.0876922607e+00
   70.500   72.500 4.1882781982e+00
   70.250   71.500 3.9431610107e+00
   70.250   71.750 3.9050750732e+00
   70.250   72.000 3.8601531982e+00
   70.250   72.250 3.9988250732e+00
   70.250   72.500 4.1150360107e+00
   70.000   71.500 3.7654266357e+00
   70.000   71.750 3.7117156982e+00
   70.000   72.000 3.6658172607e+00
   70.000   72.250 3.8064422607e+00
   70.000   72.500 3.9460906982e+00
Latitude Longitude Value
   71.000   71.500 8.1265869141e+00
   71.000   71.750 7.9117431641e+00
   71.000   72.000 7.7056884766e+00
   71.000   72.250 7.6636962891e+00
   71.000   72.500 7.6734619141e+00
   70.750   71.500 7.3638916016e+00
   70.750   71.750 7.2476806641e+00
   70.750   72.000 7.1314697266e+00
   70.750   72.250 7.1295166016e+00
   70.750   72.500 7.1275634766e+00
   70.500   71.500 7.2447509766e+00
   70.500   71.750 7.1470947266e+00
   70.500   72.000 7.0299072266e+00
   70.500   72.250 7.0279541016e+00
   70.500   72.500 6.9332275391e+00
   70.250   71.500 7.0552978516e+00
   70.250   71.750 6.9322509766e+00
   70.250   72.000 6.7896728516e+00
   70.250   72.250 6.6773681641e+00
   70.250   72.500 6.5660400391e+00
   70.000   71.500 6.7271728516e+00
   70.000   71.750 6.5992431641e+00
